Product Handle,Product Title,Product Description,Product Status,Product Thumbnail,Product Weight,Product Height,Product Width,Product Length,Product Discountable,Product Collection Id,Product Tag 1,Product Tag 2,Product Tag 3,Product Tag 4,Product Tag 5,Product Tag 6,Product Tag 7,Product Tag 8,Product Tag 9,Product Tag 10,Product Tag 11,Product Tag 12,Product Category Id 1,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Sales Channel Id 1,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Height,Variant Width,Variant Length,Variant Price BRL,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value
shorts-tyer-five-stars,Shorts Tyer Five Stars,"<p><strong>Shorts Tyer Five Stars Only Amarelo </strong>Experimente o m&aacute;ximo em conforto e estilo com o <em>Shorts Tyer Five Stars Only Amarelo</em>! Desenvolvido especialmente para os verdadeiros jogadores 5 estrelas, este shorts esportivo &eacute; fabricado 100% em poli&eacute;ster com tecnologia Dri-Fit, garantindo alta respirabilidade e r&aacute;pida absor&ccedil;&atilde;o do suor para voc&ecirc; se manter seco e focado durante o jogo.</p> <p>Sua estampa &uacute;nica e exclusiva foi criada para destacar sua performance e paix&atilde;o pelo esporte, fazendo deste shorts uma pe&ccedil;a essencial para quem leva o basquete a s&eacute;rio. Com design moderno e modelagem que proporciona total liberdade de movimento, ele &eacute; perfeito tanto para os treinos intensos quanto para o dia a dia.</p> <p>N&atilde;o perca a chance de vestir o que s&oacute; os melhores jogadores usam! Garanta j&aacute; o seu Shorts Tyer Five Stars Only e sinta-se parte da elite das quadras. <strong>Disponibilidade limitada.</strong></p>",published,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-five-stars-amarelo.webp,100,26.00,8.00,36.00,TRUE,pcol_01M1BKGAMS7VA1Y2ZQVM1S5AZN,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-five-stars-amarelo.webp,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-five-stars-preto.webp,,,sc_01M132H93X58ZBPEY4X8WWS6XV,Amarelo / PP,shorts-tyer-five-stars-amarelo-pp,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Amarelo,Tamanho,PP
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amarelo / P,shorts-tyer-five-stars-amarelo-p,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Amarelo,Tamanho,P
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amarelo / M,shorts-tyer-five-stars-amarelo-m,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Amarelo,Tamanho,M
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amarelo / G,shorts-tyer-five-stars-amarelo-g,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Amarelo,Tamanho,G
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amarelo / GG,shorts-tyer-five-stars-amarelo-gg,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Amarelo,Tamanho,GG
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amarelo / XG,shorts-tyer-five-stars-amarelo-xg,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Amarelo,Tamanho,XG
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preto / PP,shorts-tyer-five-stars-preto-pp,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Preto,Tamanho,PP
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preto / P,shorts-tyer-five-stars-preto-p,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Preto,Tamanho,P
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preto / M,shorts-tyer-five-stars-preto-m,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Preto,Tamanho,M
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preto / G,shorts-tyer-five-stars-preto-g,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Preto,Tamanho,G
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preto / GG,shorts-tyer-five-stars-preto-gg,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Preto,Tamanho,GG
shorts-tyer-five-stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preto / XG,shorts-tyer-five-stars-preto-xg,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Cor,Preto,Tamanho,XG
camiseta-tyer-red-rose,Camiseta Tyer Red Rose,<p>Tyer Red Rose (T-shirt) Camisa de performance esportiva &amp; casual</p> <p>&nbsp;</p> <p>Composi&ccedil;&atilde;o:</p> <p>100% algod&atilde;o</p> <p>Fio 30.1 (penteado)&nbsp;</p> <p>(Estampa em Silk)</p>,published,https://api.homolog.tyershop.com/cdn/tyershop/camiseta-tyer-red-rose-vermelha.webp,200,36.00,10.00,26.00,TRUE,pcol_01M1BKGAN9HCDBT83TT3TR7ZVV,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/camiseta-tyer-red-rose-vermelha.webp,https://api.homolog.tyershop.com/cdn/tyershop/camiseta-tyer-red-rose-preta.webp,,,sc_01M132H93X58ZBPEY4X8WWS6XV,Vermelha / PP,camiseta-tyer-red-rose-vermelha-pp,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Vermelha,Tamanho,PP
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vermelha / P,camiseta-tyer-red-rose-vermelha-p,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Vermelha,Tamanho,P
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vermelha / M,camiseta-tyer-red-rose-vermelha-m,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Vermelha,Tamanho,M
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vermelha / G,camiseta-tyer-red-rose-vermelha-g,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Vermelha,Tamanho,G
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vermelha / GG,camiseta-tyer-red-rose-vermelha-gg,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Vermelha,Tamanho,GG
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vermelha / XG,camiseta-tyer-red-rose-vermelha-xg,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Vermelha,Tamanho,XG
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vermelha / XGG,camiseta-tyer-red-rose-vermelha-xgg,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Vermelha,Tamanho,XGG
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / PP,camiseta-tyer-red-rose-preta-pp,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Preta,Tamanho,PP
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / P,camiseta-tyer-red-rose-preta-p,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Preta,Tamanho,P
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / M,camiseta-tyer-red-rose-preta-m,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Preta,Tamanho,M
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / G,camiseta-tyer-red-rose-preta-g,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Preta,Tamanho,G
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / GG,camiseta-tyer-red-rose-preta-gg,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Preta,Tamanho,GG
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / XG,camiseta-tyer-red-rose-preta-xg,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Preta,Tamanho,XG
camiseta-tyer-red-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / XGG,camiseta-tyer-red-rose-preta-xgg,,FALSE,TRUE,200,36.00,10.00,26.00,149.90,Cor,Preta,Tamanho,XGG
regata-savage-mode,Regata Savage Mode Preta,"<h1>Regata Savege Mode</h1> <p>( EDI&Ccedil;&Atilde;O ESPECIAL TYER DAY 2K24 )</p> <p>&nbsp;</p> <p>A Regata Savage Mode &eacute; um dos produto mais exclusivos e RAROS da Tyer, &eacute; uma pe&ccedil;a &uacute;nica que celebra o primeiro anivers&aacute;rio da marca, com um design especial, esta regata &eacute; perfeita para quem deseja expressar seu estilo e amor pelo basquete.</p> <p>&nbsp;</p> <p>Caracter&iacute;sticas do Produto:</p> <p>Tecido: Dry-fit</p> <p>Estampa: DTG</p> <p>Modelagem: Norte-Americana</p> <p>&nbsp;</p> <p>Essa regata &eacute; um s&iacute;mbolo de celebra&ccedil;&atilde;o e uni&atilde;o. Vista-se com orgulho e mostre que voc&ecirc; faz parte da comunidade TYER!&nbsp;</p> <p>&nbsp;</p> <p>Apenas 50 unidades!</p> <p>&nbsp;</p> <p>(Prazo de entrega de 7 a 15 dias + frete da transportadora).</p>",published,https://api.homolog.tyershop.com/cdn/tyershop/regata-savage-mode-preta.webp,200,26.00,8.00,36.00,TRUE,pcol_01M1BKGAPFFDYR272NW7VPCSC3,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/regata-savage-mode-preta.webp,https://api.homolog.tyershop.com/cdn/tyershop/regata-savage-mode-branca.webp,,,sc_01M132H93X58ZBPEY4X8WWS6XV,Preta / PP,regata-savage-mode-preta-pp,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Preta,Tamanho,PP
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / P,regata-savage-mode-preta-p,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Preta,Tamanho,P
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / M,regata-savage-mode-preta-m,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Preta,Tamanho,M
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / G,regata-savage-mode-preta-g,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Preta,Tamanho,G
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / GG,regata-savage-mode-preta-gg,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Preta,Tamanho,GG
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / XG,regata-savage-mode-preta-xg,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Preta,Tamanho,XG
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preta / XGG,regata-savage-mode-preta-xgg,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Preta,Tamanho,XGG
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branca / PP,regata-savage-mode-branca-pp,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Branca,Tamanho,PP
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branca / P,regata-savage-mode-branca-p,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Branca,Tamanho,P
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branca / M,regata-savage-mode-branca-m,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Branca,Tamanho,M
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branca / G,regata-savage-mode-branca-g,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Branca,Tamanho,G
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branca / GG,regata-savage-mode-branca-gg,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Branca,Tamanho,GG
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branca / XG,regata-savage-mode-branca-xg,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Branca,Tamanho,XG
regata-savage-mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branca / XGG,regata-savage-mode-branca-xgg,,FALSE,TRUE,200,26.00,8.00,36.00,159.90,Cor,Branca,Tamanho,XGG
shorts-tyer-day-2k25-mbqip,Shorts Tyer Day 2K25,"<p><strong>Shorts Tyer Day 2K25 - Comemore com Estilo e Exclusividade!</strong></p> <p>Celebre os <strong>3 anos da Tyer</strong> com o <em>Shorts Tyer Day 2K25</em>, uma peça única feita para quem valoriza conforto e autenticidade. Desenvolvido com uma <strong>modelagem exclusiva</strong> e tecido premium, este shorts traz um forro interno que garante ainda mais conforto, perfeito para o dia a dia ou para suas atividades favoritas.</p> <p>Sua estampa é totalmente exclusiva, exibindo as logos da marca de forma marcante, tornando este shorts uma verdadeira peça de colecionador. Ideal para quem quer expressar estilo e fazer parte dessa celebração especial da Tyer.</p> <p>Não perca a chance de vestir uma edição limitada, feita para durar e encantar. Sinta o orgulho de usar o shorts que representa a nossa história e paixão!</p> <p>Garanta já o seu Shorts Tyer Day 2K25 e celebre com a gente este marco inesquecível!</p>",published,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-day-2k25-mbqip.webp,200,26.00,8.00,36.00,TRUE,pcol_01M1BKGANPSQ176H5H9600D43N,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-day-2k25-mbqip.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,PP,shorts-tyer-day-2k25-mbqip-pp,,FALSE,TRUE,200,26.00,8.00,36.00,179.90,Tamanho,PP,,
shorts-tyer-day-2k25-mbqip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,shorts-tyer-day-2k25-mbqip-p,,FALSE,TRUE,200,26.00,8.00,36.00,179.90,Tamanho,P,,
shorts-tyer-day-2k25-mbqip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,shorts-tyer-day-2k25-mbqip-m,,FALSE,TRUE,200,26.00,8.00,36.00,179.90,Tamanho,M,,
shorts-tyer-day-2k25-mbqip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,shorts-tyer-day-2k25-mbqip-g,,FALSE,TRUE,200,26.00,8.00,36.00,179.90,Tamanho,G,,
shorts-tyer-day-2k25-mbqip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,shorts-tyer-day-2k25-mbqip-gg,,FALSE,TRUE,200,26.00,8.00,36.00,179.90,Tamanho,GG,,
shorts-tyer-day-2k25-mbqip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,shorts-tyer-day-2k25-mbqip-xg,,FALSE,TRUE,200,26.00,8.00,36.00,179.90,Tamanho,XG,,
shorts-tyer-in-paris,Shorts Tyer In Paris,"<p><strong>Shorts Tyer In Paris</strong> &ndash; porque estilo e conforto tamb&eacute;m merecem um &ldquo;ooh la la&rdquo;!</p> <p>Se voc&ecirc; quer um shorts que &eacute; <em>tudo de bom</em> e ainda traz aquela vibe chique francesa, acabou de achar! Com uma modelagem Tyer super exclusiva, ele n&atilde;o &eacute; s&oacute; um shorts qualquer &ndash; &eacute; praticamente o franc&ecirc;s dos shorts. Tem tecido com segunda camada de refor&ccedil;o para aguentar seu ritmo fren&eacute;tico e estampa em silk de alta qualidade que n&atilde;o vai desbotar, nem que voc&ecirc; corra atr&aacute;s do metr&ocirc; em Paris (ou na sua cidade mesmo).</p> <p>As cores? Inspiradas na bandeira da Fran&ccedil;a, para voc&ecirc; se sentir um verdadeiro parisiense, mesmo que s&oacute; na hora do treino ou daquele passeio descolado.</p> <p>Garanta j&aacute; o seu Shorts Tyer In Paris e prepare-se para amassar com muito conforto e estilo! <em>Allez, viens!</em></p>",published,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-in-paris.webp,100,26.00,8.00,36.00,TRUE,pcol_01M1BKGAP27PDPMC39AMF03Q48,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-in-paris.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,PP,shorts-tyer-in-paris-pp,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Tamanho,PP,,
shorts-tyer-in-paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,shorts-tyer-in-paris-p,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Tamanho,P,,
shorts-tyer-in-paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,shorts-tyer-in-paris-m,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Tamanho,M,,
shorts-tyer-in-paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,shorts-tyer-in-paris-g,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Tamanho,G,,
shorts-tyer-in-paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,shorts-tyer-in-paris-gg,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Tamanho,GG,,
shorts-tyer-in-paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,shorts-tyer-in-paris-xg,,FALSE,TRUE,100,26.00,8.00,36.00,179.90,Tamanho,XG,,
camiseta-tyer-in-paris-boxy,Camiseta Tyer In Paris - Boxy,"<p>Descubra a <em>eleg&acirc;ncia</em> e o estilo exclusivos da <strong>Camiseta Tyer In Paris - Boxy</strong>, uma pe&ccedil;a que celebra o ic&ocirc;nico tour da Tyer em Paris. Com cores sofisticadas que remetem &agrave; bandeira da Fran&ccedil;a, esta camiseta &eacute; perfeita para quem valoriza moda com significado e autenticidade.</p> <p>Confeccionada em tecido premium, a camiseta oferece <em>toque macio</em> e conforto superior, ideal para o uso di&aacute;rio ou ocasi&otilde;es especiais. Sua modelagem boxy traz uma silhueta moderna e confort&aacute;vel, que valoriza todos os tipos de corpo com um caimento impec&aacute;vel.</p> <p>Al&eacute;m de um design exclusivo, essa camiseta &eacute; um s&iacute;mbolo de estilo e personalidade para quem deseja representar a ess&ecirc;ncia do Tyer tour em Paris com distin&ccedil;&atilde;o. Garanta j&aacute; a sua e eleve seu guarda-roupa com essa pe&ccedil;a &uacute;nica e cheia de charme.</p> <p><strong>Somente 50 pe&ccedil;as. N&atilde;o perca!</strong></p>",published,https://api.homolog.tyershop.com/cdn/tyershop/camiseta-tyer-in-paris-boxy.webp,220,26.00,8.00,36.00,TRUE,pcol_01M1BKGAP27PDPMC39AMF03Q48,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/camiseta-tyer-in-paris-boxy.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,PP,camiseta-tyer-in-paris-boxy-pp,,FALSE,TRUE,220,26.00,8.00,36.00,159.90,Tamanho,PP,,
camiseta-tyer-in-paris-boxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,camiseta-tyer-in-paris-boxy-p,,FALSE,TRUE,220,26.00,8.00,36.00,159.90,Tamanho,P,,
camiseta-tyer-in-paris-boxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,camiseta-tyer-in-paris-boxy-m,,FALSE,TRUE,220,26.00,8.00,36.00,159.90,Tamanho,M,,
camiseta-tyer-in-paris-boxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,camiseta-tyer-in-paris-boxy-g,,FALSE,TRUE,220,26.00,8.00,36.00,159.90,Tamanho,G,,
camiseta-tyer-in-paris-boxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,camiseta-tyer-in-paris-boxy-gg,,FALSE,TRUE,220,26.00,8.00,36.00,159.90,Tamanho,GG,,
camiseta-tyer-in-paris-boxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,camiseta-tyer-in-paris-boxy-xg,,FALSE,TRUE,220,26.00,8.00,36.00,159.90,Tamanho,XG,,
chaveiro-tyer-five-stars-only,Chaveiro Tyer Five Stars Only,"<p><strong>Chaveiro Tyer Five Stars Only</strong> - um item exclusivo para quem valoriza autenticidade e estilo único!</p> <p>Feito com <em>plástico resistente</em>, este chaveiro é a expressão perfeita do espírito Five Stars Only. Com poucas unidades disponíveis, você terá em mãos um acessório que não será mais produzido, garantindo exclusividade total para sua coleção.</p> <p>Leve consigo o símbolo dos melhores jogadores, com um design que combina durabilidade e personalidade. Ideal para personalizar suas chaves, mochilas ou qualquer item do seu dia a dia.</p> <p><strong>Não perca essa oportunidade rara!</strong> Garanta já o seu Chaveiro Tyer Five Stars Only e carregue com você a essência dos cinco estrelas. Estoque limitado!</p> <p>Seja único. Seja Five Stars Only.</p>",published,https://api.homolog.tyershop.com/cdn/tyershop/chaveiro-tyer-five-stars-only.webp,20,20.00,8.00,15.00,TRUE,pcol_01M1BKGAMS7VA1Y2ZQVM1S5AZN,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/chaveiro-tyer-five-stars-only.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,Default,chaveiro-tyer-five-stars-only,,FALSE,TRUE,20,20.00,8.00,15.00,19.90,Default,Default,,
chaveiro-tyer-boy,Chaveiro Tyer Boy,"<p><strong>Chaveiro Tyer Boy</strong> - o companheiro perfeito para quem quer levar estilo e personalidade no dia a dia!<br /> Feito com <em>plástico resistente</em>, este chaveiro une durabilidade e design exclusivo com a imagem do Tyer Boy, ideal para personalizar suas chaves ou mochila.  </p> <p>Atenção: <em>estoque limitado</em>! Garanta já o seu e leve consigo um pedacinho do universo Tyer onde for.<br /> Não perca a chance de mostrar sua paixão com exclusividade e atitude!</p>",published,https://api.homolog.tyershop.com/cdn/tyershop/chaveiro-tyer-boy.webp,20,15.00,8.00,20.00,TRUE,,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/chaveiro-tyer-boy.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,Default,chaveiro-tyer-boy,,FALSE,TRUE,20,15.00,8.00,20.00,19.90,Default,Default,,
